subject,subject_prolific,version,factor,task_name,condition,stimulus,choice,auxiliary_info1,openq_response,introspect_rating,introspect_open,familiarity,rt,timestamp,id
546ec14dfdf99b2bc7ebd032,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,29975,2024-12-20 16:59:43,96946
6630f2a2c5912d7f4d93938b,,v5_pilot2,Factor-Excluded,simulation,missed,,100,,,,,,9528,2024-12-20 16:59:43,96947
5fb5ef0ab61b9e02d5752768,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,26327,2024-12-20 16:59:41,96939
60430fc782b5752a7ae8d797,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,97,"97,-2,0,0",,,,,29558,2024-12-20 16:59:41,96940
5e307edef5abed05e1736185,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,19045,2024-12-20 16:59:41,96941
671d0acce7be3fcc302905f9,,v5_pilot2,,attention check 2,,,The moon is made of green cheese.,Failure,,,,,75710,2024-12-20 16:59:38,96938
66e8697870b9f536f129e22a,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,4353,2024-12-20 16:59:35,96937
5f5d6b0def06255d5119a9ba,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,10262,2024-12-20 16:59:33,96936
"",,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,70,"70,10,10,10",,,,,366744,2024-12-20 16:59:32,96934
669d37d5e19a4d6c692e49e4,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.56,1,,,,,7412,2024-12-20 16:59:32,96935
641a29f716d67c84d246fbae,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car2,,,,,,2803,2024-12-20 16:59:31,96933
60e7739644eb45bfddedf039,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,,not status quo,Allocate 50% to auto safety and 50% to highway safety status quo: 50/50,,,,,17945,2024-12-20 16:59:30,96930
673a3f38694a6d733ee71da6,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,,not status quo,Allocate 50% to auto safety and 50% to highway safety status quo: 50/50,,,,,47729,2024-12-20 16:59:30,96931
6630f2a2c5912d7f4d93938b,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car2,,,,,,3143,2024-12-20 16:59:30,96932
6763704a6b7d73013089fae2,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,27945,2024-12-20 16:59:27,96929
6004d426710b3c300a1259ee,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,30,"30,25,30,15",,,,,51873,2024-12-20 16:59:26,96928
5ee561897247c02ad544c299,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,4469,2024-12-20 16:59:25,96925
60ae2fc5749d240eaf7db711,,v5_pilot2,Factor-Included,status_quo,Factor-Included,comprehension,failed,"Safety of interstate highway, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, 50% for auto safety and 50% for highway safety",,,,,71249,2024-12-20 16:59:25,96926
672e54ab6f911f94d43e0c98,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,143331,2024-12-20 16:59:25,96927
611ff6cc935b6de3fff0b896,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,3200,2024-12-20 16:59:24,96923
67596d30e65bda466958d294,,v5_pilot2,Factor-Included,simulation,barely missed,,96,,,,,,22950,2024-12-20 16:59:24,96924
66228088ddfa13f2d401ca49,,v5_pilot2,Factor-Included,status_quo,Factor-Included,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, 50% for auto safety and 50% for highway safety",,,,,81900,2024-12-20 16:59:23,96921
5f6a3e3dbd67e60c184e9bb5,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.19,0.7,,,,,6482,2024-12-20 16:59:23,96922
66ac666f3e030205c277b763,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Continue Investing,,,,,,43517,2024-12-20 16:59:22,96918
66b40e98d25ace686463b6ef,,v5_pilot2,Factor-Included,status_quo,Factor-Included,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, 50% for auto safety and 50% for highway safety",,,,,69475,2024-12-20 16:59:22,96919
67331c56025d16ec8a859235,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,4288,2024-12-20 16:59:22,96920
61549a2caa92d84f392000e9,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,34,"34,24,42,23",,,,,19463,2024-12-20 16:59:21,96916
5e307edef5abed05e1736185,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,75,"75,40,20,10",,,,,37892,2024-12-20 16:59:21,96917
612547f89bad5437aaecfa66,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,11062,2024-12-20 16:59:20,96915
66a94c224273fab59f0b2c71,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.77,0.64,,,,,9150,2024-12-20 16:59:18,96914
67403cea0ececac71794000f,,v5_pilot2,Factor-Included,simulation,barely missed,,63,,,,,,9844,2024-12-20 16:59:17,96912
6741eac6271b139c64813fa5,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,80,"80,5,5,10",,,,,78838,2024-12-20 16:59:17,96913
672f795028d274cb06d27fb8,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.54,0.6,,,,,20144,2024-12-20 16:59:15,96910
59c96ffd21454d000194c258,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.62,0.36,,,,,12305,2024-12-20 16:59:15,96911
5f314c886de93f6003c963d4,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,2461,2024-12-20 16:59:13,96909
546ec14dfdf99b2bc7ebd032,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Continue Investing,,,,,,18620,2024-12-20 16:59:12,96907
60e7739644eb45bfddedf039,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, null",,,,,49841,2024-12-20 16:59:12,96908
5f314c886de93f6003c963d4,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,false,The case did not indicate the outcome,,,,,134712,2024-12-20 16:59:11,96905
60430fc782b5752a7ae8d797,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,35608,2024-12-20 16:59:11,96906
66bd14ed87bac9e4decbe3f7,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,80,"80,20,50,20",,,,,20671,2024-12-20 16:59:10,96904
5c475608cae0ab000188cb6e,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,2729,2024-12-20 16:59:09,96902
669d37d5e19a4d6c692e49e4,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,5461,2024-12-20 16:59:09,96903
612547f89bad5437aaecfa66,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.78,0.19,,,,,7923,2024-12-20 16:59:08,96900
5f9f169c30a3e752c6ef6a93,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,49297,2024-12-20 16:59:08,96901
67431c7d1e7e37b5843c818c,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,425524,2024-12-20 16:59:04,96899
666c9530efcee473827d7913,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car2,,,,,,4833,2024-12-20 16:59:02,96898
61549a2caa92d84f392000e9,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,54795,2024-12-20 16:59:01,96897
5fb5ef0ab61b9e02d5752768,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,3759,2024-12-20 16:58:59,96895
6763704a6b7d73013089fae2,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,3851,2024-12-20 16:58:59,96896
66075df395213912ccbfdf0f,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,109851,2024-12-20 16:58:58,96894
61117e8d9c4878fdd4551e02,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,19550,2024-12-20 16:58:57,96892
612547f89bad5437aaecfa66,,v5_pilot2,Factor-Excluded,simulation,missed,,97,,,,,,13660,2024-12-20 16:58:57,96893
67609adab74848a5e70969d1,,v5_pilot2,Factor-Excluded,simulation,missed,,73,,,,,,46582,2024-12-20 16:58:55,96891
67596d30e65bda466958d294,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,15824,2024-12-20 16:58:54,96889
67403cea0ececac71794000f,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,60,"60,20,10,10",,,,,65054,2024-12-20 16:58:54,96890
6705a08c56fb496777c48189,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,44,"44,72,11,-5",,,,,68859,2024-12-20 16:58:51,96888
59c96ffd21454d000194c258,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,30368,2024-12-20 16:58:50,96886
66a94c224273fab59f0b2c71,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,19708,2024-12-20 16:58:50,96887
546ec14dfdf99b2bc7ebd032,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,100,"100,0,0,0",,,,,45287,2024-12-20 16:58:49,96883
66bd14ed87bac9e4decbe3f7,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,54091,2024-12-20 16:58:49,96884
614a2938ccbb6e48eb2dcbd1,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.52,0.51,,,,,45513,2024-12-20 16:58:49,96885
6761cafdb6d47535e3e6c4f6,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car2,,,,,,3143,2024-12-20 16:58:48,96882
5f62c1eea3901f34d53e1c18,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Don't Continue Investing,,,,,,26512,2024-12-20 16:58:46,96880
5f6a3e3dbd67e60c184e9bb5,,v5_pilot2,,attention check 2,,,the moon is made of green cheese,Success,,,,,26445,2024-12-20 16:58:46,96881
673a3f38694a6d733ee71da6,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, null",,,,,150766,2024-12-20 16:58:44,96878
6737b718cc19d6b7ce3dbcf1,,v5_pilot2,,attention check 2,,,I have no response.,Failure,,,,,102301,2024-12-20 16:58:44,96879
67550d05844f90410cf15017,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,37701,2024-12-20 16:58:43,96876
5e307edef5abed05e1736185,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,40658,2024-12-20 16:58:43,96877
612547f89bad5437aaecfa66,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,45,"45,25,20,10",,,,,59099,2024-12-20 16:58:39,96875
65a5bc46a459a1f1b5a8ade9,,v5_pilot2,Factor-Excluded,simulation,missed,,89,,,,,,14765,2024-12-20 16:58:38,96872
63bde0097a3d8b55bdef4a9e,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,64205,2024-12-20 16:58:38,96873
5d083644613fce001b2a1001,,v5_pilot2,Factor-Included,simulation,barely missed,,93,,,,,,12498,2024-12-20 16:58:38,96874
60ddc7abdf6661b9c294691f,,v5_pilot2,,attention check 2,,,The cheese is made of green,Failure,,,,,24640,2024-12-20 16:58:37,96871
6711ef1c3df4701d4aacc909,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,100,"100,0,100,0",,,,,98925,2024-12-20 16:58:36,96870
5e16bce18dffa0c6f76cda9b,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,6433,2024-12-20 16:58:35,96869
6004d426710b3c300a1259ee,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,6220,2024-12-20 16:58:34,96868
65c11389b0d2ba8e63cb8b22,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,34691,2024-12-20 16:58:32,96866
6757c7df61a1989317e6c428,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,31253,2024-12-20 16:58:32,96867
6004d426710b3c300a1259ee,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,false,The case did not indicate the outcome,,,,,60789,2024-12-20 16:58:28,96864
5e16bce18dffa0c6f76cda9b,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,false,The case did not indicate the outcome,,,,,91706,2024-12-20 16:58:28,96865
6748a8b7fab563f38a5b3b21,,v5_pilot2,Factor-Excluded,simulation,missed,,70,,,,,,25219,2024-12-20 16:58:26,96861
6713bf49930c6194aabcd9de,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0,1,,,,,5706,2024-12-20 16:58:26,96862
67577a61dbf2caa6c7cc1ae6,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,10,"10,60,10,20",,,,,46759,2024-12-20 16:58:26,96863
5d083644613fce001b2a1001,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,20,"20,60,40,20",,,,,31857,2024-12-20 16:58:23,96858
60430fc782b5752a7ae8d797,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,3783,2024-12-20 16:58:23,96859
614dd304ed948bbfe8c22215,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,45,"45,55,40,30",,,,,24942,2024-12-20 16:58:23,96860
65a5bc46a459a1f1b5a8ade9,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,18581,2024-12-20 16:58:21,96857
671d0acce7be3fcc302905f9,,v5_pilot2,Factor-Included,status_quo,Factor-Included,,not status quo,Increase auto program by 10% and lower highway program by like amount status quo: 50/50,,,,,71967,2024-12-20 16:58:20,96856
5f9f169c30a3e752c6ef6a93,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,8109,2024-12-20 16:58:19,96855
5f6a3e3dbd67e60c184e9bb5,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,4658,2024-12-20 16:58:18,96854
59c96ffd21454d000194c258,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,4085,2024-12-20 16:58:17,96853
612274842d4805447451f87b,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Continue Investing,,,,,,46200,2024-12-20 16:58:16,96851
5f62c1eea3901f34d53e1c18,,v5_pilot2,Factor-Included,status_quo,Factor-Included,,not status quo,Decrease auto program by 20% and raise highway program by like amount status quo: 50/50,,,,,44291,2024-12-20 16:58:16,96852
6713bf49930c6194aabcd9de,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,21036,2024-12-20 16:58:14,96850
60ddc7abdf6661b9c294691f,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Continue Investing,,,,,,113796,2024-12-20 16:58:11,96849
652d616c13aa00700bfdce1e,,v5_pilot2,,attention check 3,,,"Along Came Polly,Jaws,My Blue Heaven,The Tale of Desperaux,Up",Incorrect,,,,,41906,2024-12-20 16:58:08,96846
66b40e98d25ace686463b6ef,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,29488,2024-12-20 16:58:08,96847
673e304da72b31d5273d9a2d,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,47965,2024-12-20 16:58:08,96848
61549a2caa92d84f392000e9,,v5_pilot2,Factor-Included,sunk_cost2 effect,Sunk Cost,,Continue Investing,,,,,,4727,2024-12-20 16:58:05,96843
5d8d12f6d88e3a00142c9751,,v5_pilot2,Factor-Included,simulation,barely missed,,90,,,,,,24089,2024-12-20 16:58:05,96844
611ff6cc935b6de3fff0b896,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,30481,2024-12-20 16:58:05,96845
546ec14dfdf99b2bc7ebd032,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,47008,2024-12-20 16:58:04,96842
6757c7df61a1989317e6c428,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,25,"25,75,0,0",,,,,40190,2024-12-20 16:58:01,96840
65a5bc46a459a1f1b5a8ade9,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,60,"60,40,80,20",,,,,16980,2024-12-20 16:58:01,96841
674f40d3a727e70b1c767aec,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,36783,2024-12-20 16:58:00,96839
60e7739644eb45bfddedf039,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,50,"50,10,15,25",,,,,71931,2024-12-20 16:57:59,96838
67550d05844f90410cf15017,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car2,,,,,,3954,2024-12-20 16:57:58,96834
61549a2caa92d84f392000e9,,v5_pilot2,Factor-Included,status_quo,Factor-Included,,not status quo,Increase auto program by 20% and lower highway program by like amount status quo: 50/50,,,,,2316,2024-12-20 16:57:58,96835
614dd304ed948bbfe8c22215,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,3434,2024-12-20 16:57:58,96836
6741eac6271b139c64813fa5,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,89359,2024-12-20 16:57:58,96837
61549a2caa92d84f392000e9,,v5_pilot2,Factor-Included,status_quo,Factor-Included,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, 50% for auto safety and 50% for highway safety",,,,,8692,2024-12-20 16:57:56,96832
5e307edef5abed05e1736185,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car1,,,,,,3160,2024-12-20 16:57:56,96833
67614f44f5359c4ec86dc744,,v5_pilot2,,attention check 3,,,"1,2,3,4,5",Incorrect,,,,,119438,2024-12-20 16:57:55,96828
614dd304ed948bbfe8c22215,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,false,Gurka victory,,,,,54034,2024-12-20 16:57:55,96829
65c11389b0d2ba8e63cb8b22,,v5_pilot2,Factor-Included,simulation,barely missed,,86,,,,,,16287,2024-12-20 16:57:55,96830
6748a8b7fab563f38a5b3b21,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,40,"40,60,50,50",,,,,42625,2024-12-20 16:57:55,96831
67609adab74848a5e70969d1,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.73,0.31,,,,,62192,2024-12-20 16:57:54,96826
67432e4f935cab0de0320727,,v5_pilot2,Factor-Included,simulation,barely missed,,60,,,,,,25801,2024-12-20 16:57:54,96827
614a2938ccbb6e48eb2dcbd1,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,4396,2024-12-20 16:57:52,96825
5d083644613fce001b2a1001,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,2276,2024-12-20 16:57:51,96823
6713bf49930c6194aabcd9de,,v5_pilot2,Factor-Excluded,simulation,missed,,100,,,,,,9833,2024-12-20 16:57:51,96824
669d37d5e19a4d6c692e49e4,,v5_pilot2,Factor-Included,status_quo,Factor-Included,,not status quo,Decrease auto program by 20% and raise highway program by like amount status quo: 50/50,,,,,14733,2024-12-20 16:57:49,96819
5d083644613fce001b2a1001,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,false,Gurka victory,,,,,52519,2024-12-20 16:57:49,96820
66bd14ed87bac9e4decbe3f7,,v5_pilot2,Factor-Included,status_quo,Factor-Included,,not status quo,Decrease auto program by 20% and raise highway program by like amount status quo: 50/50,,,,,13183,2024-12-20 16:57:49,96821
67403cea0ececac71794000f,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,comprehension,true,British victory,,,,,18688,2024-12-20 16:57:49,96822
61549a2caa92d84f392000e9,,v5_pilot2,Factor-Included,status_quo,Factor-Included,comprehension,failed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, 30% for auto safety and 70% for highway safety",,,,,6670,2024-12-20 16:57:47,96818
65a5bc46a459a1f1b5a8ade9,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,2939,2024-12-20 16:57:44,96817
67235e1aad7fdd5fca6840e9,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.32,0.67,,,,,19238,2024-12-20 16:57:42,96815
